pace,shooting,passing,dribbling,defending,physic,player_positions,Role
55.0,31.0,38.0,44.0,57.0,63.0,CB,Defender
52.0,29.0,43.0,38.0,59.0,58.0,CB,Defender
53.0,27.0,37.0,45.0,57.0,66.0,CB,Defender
66.0,46.0,53.0,57.0,52.0,56.0,LB,Defender
55.0,45.0,50.0,53.0,57.0,70.0,"CDM, CM",Midfielder
81.0,47.0,52.0,57.0,35.0,59.0,LM,Midfielder
65.0,53.0,58.0,59.0,43.0,58.0,CM,Midfielder
64.0,57.0,44.0,58.0,26.0,59.0,"ST, LW",Forward
61.0,33.0,47.0,53.0,57.0,64.0,CB,Defender
66.0,58.0,41.0,57.0,27.0,53.0,ST,Forward
76.0,52.0,55.0,58.0,51.0,63.0,"CAM, RW",Midfielder
67.0,28.0,47.0,42.0,57.0,67.0,CB,Defender
59.0,27.0,46.0,49.0,56.0,65.0,LB,Defender
73.0,57.0,44.0,61.0,32.0,58.0,"RW, ST",Forward
,,,,,,GK,Goalkeeper
71.0,57.0,48.0,55.0,23.0,62.0,ST,Forward
59.0,49.0,59.0,63.0,54.0,56.0,"CM, CDM",Midfielder
70.0,29.0,49.0,53.0,52.0,65.0,"RWB, RB, LWB",Defender
88.0,48.0,47.0,58.0,43.0,57.0,"LM, LB",Defender
78.0,29.0,49.0,57.0,50.0,60.0,"LB, LWB",Defender
43.0,55.0,55.0,54.0,56.0,65.0,"CDM, CB, CM",Defender
57.0,56.0,60.0,59.0,51.0,57.0,CM,Midfielder
67.0,27.0,41.0,51.0,55.0,58.0,LB,Defender
77.0,48.0,47.0,63.0,24.0,37.0,LM,Midfielder
69.0,54.0,57.0,61.0,36.0,54.0,"CAM, CF, LM",Midfielder
,,,,,,GK,Goalkeeper
70.0,57.0,40.0,55.0,22.0,56.0,ST,Forward
,,,,,,GK,Goalkeeper
69.0,30.0,48.0,51.0,57.0,59.0,"LB, CB",Defender
70.0,55.0,47.0,60.0,24.0,60.0,"RW, ST",Forward
66.0,43.0,51.0,56.0,60.0,60.0,"CDM, CB, LB",Defender
59.0,55.0,55.0,62.0,32.0,34.0,LM,Midfielder
,,,,,,GK,Goalkeeper
35.0,27.0,37.0,36.0,56.0,77.0,CB,Defender
66.0,31.0,47.0,56.0,55.0,60.0,RB,Defender
64.0,51.0,64.0,65.0,43.0,43.0,"CM, CAM",Midfielder
58.0,43.0,53.0,59.0,53.0,71.0,"CDM, CM",Midfielder
80.0,25.0,34.0,38.0,59.0,65.0,CB,Defender
77.0,55.0,47.0,63.0,21.0,51.0,"ST, LM",Midfielder
74.0,45.0,51.0,61.0,32.0,41.0,"RM, LM",Midfielder
57.0,57.0,44.0,53.0,31.0,65.0,ST,Forward
65.0,59.0,43.0,54.0,23.0,57.0,ST,Forward
63.0,43.0,51.0,62.0,56.0,62.0,"CDM, CM",Midfielder
60.0,52.0,58.0,60.0,54.0,56.0,"CM, RB",Defender
72.0,40.0,45.0,58.0,54.0,53.0,"LB, LWB",Defender
74.0,43.0,53.0,60.0,37.0,56.0,"LM, CAM, CM",Midfielder
62.0,32.0,39.0,40.0,57.0,68.0,CB,Defender
61.0,41.0,47.0,54.0,54.0,63.0,LB,Defender
54.0,38.0,41.0,35.0,60.0,60.0,CB,Defender
61.0,56.0,44.0,55.0,27.0,55.0,ST,Forward
72.0,53.0,48.0,62.0,23.0,58.0,"LW, CAM",Midfielder
58.0,46.0,54.0,60.0,58.0,59.0,CDM,Midfielder
73.0,48.0,52.0,63.0,43.0,43.0,LM,Midfielder
64.0,33.0,54.0,55.0,52.0,64.0,"RB, CB",Defender
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
68.0,32.0,48.0,54.0,56.0,69.0,"CB, RB, LB",Defender
65.0,28.0,43.0,45.0,56.0,65.0,CB,Defender
,,,,,,GK,Goalkeeper
78.0,41.0,48.0,56.0,51.0,52.0,"LB, LM, LWB",Defender
51.0,33.0,36.0,37.0,58.0,60.0,CB,Defender
72.0,36.0,48.0,53.0,53.0,64.0,"RB, CB",Defender
63.0,44.0,54.0,60.0,30.0,36.0,LM,Midfielder
43.0,33.0,41.0,51.0,57.0,67.0,"CB, RB",Defender
,,,,,,GK,Goalkeeper
63.0,59.0,44.0,54.0,20.0,65.0,ST,Forward
64.0,49.0,54.0,59.0,56.0,71.0,CM,Midfielder
,,,,,,GK,Goalkeeper
75.0,53.0,52.0,57.0,52.0,62.0,"RB, LM",Defender
,,,,,,GK,Goalkeeper
73.0,55.0,49.0,62.0,25.0,44.0,RW,Forward
62.0,42.0,60.0,56.0,50.0,44.0,LM,Midfielder
70.0,49.0,53.0,66.0,34.0,42.0,"CAM, CM",Midfielder
78.0,24.0,43.0,53.0,51.0,55.0,RB,Defender
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
70.0,50.0,58.0,62.0,42.0,57.0,CM,Midfielder
73.0,57.0,42.0,61.0,28.0,58.0,"ST, RW, LW",Forward
72.0,52.0,52.0,57.0,35.0,54.0,LM,Midfielder
64.0,49.0,57.0,63.0,40.0,45.0,"CAM, RM",Midfielder
75.0,57.0,44.0,60.0,19.0,47.0,ST,Forward
76.0,23.0,43.0,56.0,52.0,66.0,LB,Defender
55.0,26.0,43.0,47.0,57.0,65.0,CB,Defender
67.0,51.0,58.0,58.0,47.0,54.0,CM,Midfielder
68.0,57.0,54.0,60.0,25.0,70.0,CF,Forward
69.0,51.0,58.0,65.0,50.0,56.0,"CM, CDM",Midfielder
,,,,,,GK,Goalkeeper
54.0,31.0,31.0,37.0,61.0,58.0,CB,Defender
72.0,62.0,37.0,54.0,17.0,42.0,ST,Forward
52.0,28.0,29.0,33.0,60.0,64.0,CB,Defender
73.0,49.0,54.0,62.0,24.0,46.0,RM,Midfielder
61.0,34.0,46.0,49.0,56.0,62.0,"RB, CB",Defender
65.0,42.0,56.0,64.0,58.0,58.0,"CM, CDM",Midfielder
67.0,43.0,57.0,61.0,48.0,64.0,"CM, LWB",Defender
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
63.0,35.0,48.0,51.0,55.0,68.0,CB,Defender
63.0,27.0,46.0,54.0,57.0,66.0,CB,Defender
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
61.0,40.0,50.0,56.0,54.0,67.0,"RB, RWB",Defender
89.0,55.0,50.0,60.0,33.0,63.0,"ST, RW",Forward
80.0,58.0,45.0,56.0,31.0,72.0,"RM, RWB, ST",Defender
67.0,33.0,46.0,52.0,53.0,71.0,RB,Defender
79.0,51.0,55.0,58.0,48.0,59.0,"LB, LM",Defender
84.0,54.0,50.0,58.0,27.0,49.0,"RW, ST",Forward
64.0,42.0,53.0,55.0,56.0,61.0,"CDM, CM",Midfielder
59.0,39.0,45.0,51.0,56.0,60.0,"RB, CB",Defender
81.0,49.0,53.0,60.0,25.0,41.0,"LM, RM, CAM",Midfielder
63.0,41.0,53.0,57.0,53.0,61.0,"CDM, CM",Midfielder
67.0,49.0,59.0,61.0,44.0,52.0,"CAM, RW, LW",Midfielder
68.0,56.0,53.0,62.0,30.0,40.0,LM,Midfielder
,,,,,,GK,Goalkeeper
67.0,23.0,37.0,41.0,57.0,66.0,CB,Defender
,,,,,,GK,Goalkeeper
76.0,34.0,44.0,52.0,57.0,67.0,"CB, RWB",Defender
81.0,58.0,53.0,60.0,28.0,53.0,ST,Forward
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
62.0,47.0,58.0,61.0,50.0,45.0,"CM, CDM",Midfielder
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
55.0,62.0,44.0,53.0,19.0,52.0,ST,Forward
63.0,44.0,50.0,56.0,56.0,66.0,"CDM, CM",Midfielder
68.0,21.0,38.0,40.0,57.0,58.0,"RB, CB",Defender
75.0,43.0,47.0,57.0,54.0,61.0,"RB, RWB",Defender
53.0,26.0,32.0,37.0,59.0,68.0,CB,Defender
,,,,,,GK,Goalkeeper
57.0,26.0,38.0,47.0,56.0,64.0,CB,Defender
61.0,20.0,39.0,50.0,58.0,63.0,CB,Defender
,,,,,,GK,Goalkeeper
62.0,58.0,41.0,55.0,23.0,57.0,ST,Forward
67.0,45.0,60.0,63.0,44.0,52.0,"CM, CAM",Midfielder
74.0,29.0,39.0,60.0,55.0,52.0,"LB, LWB",Defender
63.0,53.0,56.0,60.0,53.0,66.0,"CM, CDM",Midfielder
63.0,51.0,56.0,61.0,57.0,57.0,CM,Midfielder
,,,,,,GK,Goalkeeper
69.0,65.0,51.0,57.0,32.0,47.0,"LW, CM",Midfielder
62.0,35.0,42.0,53.0,56.0,57.0,RB,Defender
72.0,49.0,54.0,61.0,28.0,49.0,CAM,Midfielder
65.0,37.0,53.0,51.0,53.0,61.0,LB,Defender
86.0,53.0,49.0,61.0,32.0,72.0,"ST, RM",Midfielder
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
69.0,43.0,59.0,65.0,30.0,53.0,CAM,Midfielder
65.0,48.0,58.0,61.0,54.0,51.0,"CM, RB",Defender
56.0,31.0,43.0,37.0,57.0,68.0,CB,Defender
70.0,53.0,55.0,64.0,41.0,50.0,CAM,Midfielder
74.0,56.0,38.0,56.0,22.0,54.0,ST,Forward
65.0,39.0,52.0,54.0,54.0,52.0,RB,Defender
62.0,54.0,55.0,59.0,48.0,61.0,CM,Midfielder
71.0,57.0,46.0,58.0,22.0,54.0,ST,Forward
59.0,33.0,43.0,54.0,57.0,63.0,CB,Defender
70.0,56.0,45.0,59.0,20.0,62.0,ST,Forward
61.0,47.0,59.0,62.0,54.0,59.0,"CM, CF",Midfielder
54.0,60.0,45.0,59.0,31.0,53.0,"ST, CF",Forward
60.0,52.0,53.0,58.0,49.0,51.0,CM,Midfielder
65.0,56.0,51.0,58.0,38.0,63.0,CF,Forward
76.0,44.0,57.0,64.0,51.0,43.0,CM,Midfielder
50.0,61.0,42.0,55.0,23.0,58.0,ST,Forward
72.0,35.0,44.0,42.0,58.0,60.0,LB,Defender
62.0,49.0,54.0,56.0,55.0,62.0,"CDM, CM",Midfielder
82.0,50.0,51.0,65.0,23.0,34.0,"RM, LM",Midfielder
71.0,49.0,54.0,60.0,31.0,53.0,"RM, CAM",Midfielder
78.0,53.0,50.0,59.0,23.0,46.0,RW,Forward
64.0,52.0,56.0,63.0,44.0,55.0,"CM, CAM",Midfielder
64.0,49.0,53.0,59.0,51.0,50.0,CM,Midfielder
90.0,43.0,48.0,66.0,22.0,29.0,RM,Midfielder
68.0,55.0,55.0,59.0,37.0,53.0,"CAM, CM",Midfielder
,,,,,,GK,Goalkeeper
58.0,59.0,38.0,60.0,20.0,55.0,ST,Forward
60.0,40.0,56.0,58.0,49.0,59.0,CM,Midfielder
61.0,53.0,53.0,58.0,51.0,46.0,CM,Midfielder
,,,,,,GK,Goalkeeper
64.0,49.0,54.0,57.0,30.0,49.0,"RM, CAM",Midfielder
75.0,51.0,56.0,58.0,24.0,52.0,"RM, ST",Midfielder
87.0,51.0,48.0,60.0,29.0,66.0,"LM, ST",Midfielder
79.0,31.0,51.0,57.0,52.0,55.0,"LB, LM",Defender
68.0,55.0,38.0,55.0,26.0,71.0,ST,Forward
68.0,49.0,57.0,59.0,57.0,52.0,CM,Midfielder
,,,,,,GK,Goalkeeper
83.0,55.0,47.0,59.0,35.0,52.0,"RM, ST, LM",Midfielder
,,,,,,GK,Goalkeeper
78.0,59.0,49.0,63.0,27.0,56.0,"RM, LM, ST",Midfielder
73.0,54.0,45.0,64.0,27.0,47.0,RM,Midfielder
71.0,56.0,40.0,57.0,18.0,61.0,ST,Forward
,,,,,,GK,Goalkeeper
71.0,53.0,55.0,61.0,42.0,49.0,CM,Midfielder
53.0,61.0,47.0,56.0,22.0,48.0,ST,Forward
69.0,49.0,55.0,61.0,51.0,63.0,"CM, RM, RB",Defender
51.0,37.0,52.0,48.0,59.0,62.0,CB,Defender
62.0,26.0,35.0,37.0,58.0,65.0,CB,Defender
64.0,57.0,51.0,63.0,19.0,55.0,ST,Forward
70.0,54.0,58.0,62.0,48.0,62.0,"CM, CAM, LM",Midfielder
63.0,25.0,41.0,44.0,57.0,67.0,"CB, RB",Defender
65.0,54.0,51.0,59.0,36.0,66.0,ST,Forward
64.0,27.0,35.0,41.0,59.0,66.0,"CB, RB",Defender
74.0,43.0,49.0,63.0,24.0,39.0,RM,Midfielder
64.0,42.0,60.0,62.0,53.0,53.0,"CM, LB, RB",Defender
,,,,,,GK,Goalkeeper
62.0,43.0,51.0,65.0,54.0,54.0,"CDM, CM",Midfielder
,,,,,,GK,Goalkeeper
71.0,43.0,54.0,60.0,51.0,70.0,"CDM, CM",Midfielder
62.0,59.0,55.0,59.0,34.0,56.0,"CAM, ST",Midfielder
,,,,,,GK,Goalkeeper
80.0,47.0,46.0,65.0,27.0,49.0,LM,Midfielder
,,,,,,GK,Goalkeeper
80.0,51.0,51.0,56.0,27.0,50.0,RW,Forward
63.0,56.0,63.0,57.0,47.0,40.0,"CAM, CM",Midfielder
64.0,58.0,41.0,56.0,21.0,51.0,ST,Forward
73.0,32.0,49.0,56.0,53.0,70.0,"LB, CB",Defender
67.0,46.0,54.0,62.0,30.0,51.0,"CAM, CF",Midfielder
74.0,47.0,53.0,59.0,52.0,49.0,"RWB, LWB",Defender
60.0,30.0,43.0,42.0,59.0,54.0,"LB, CB",Defender
54.0,54.0,56.0,59.0,54.0,61.0,"CM, CAM",Midfielder
,,,,,,GK,Goalkeeper
76.0,57.0,44.0,61.0,19.0,57.0,"ST, CF, CAM",Midfielder
73.0,32.0,47.0,56.0,54.0,43.0,"RB, RM",Defender
69.0,25.0,40.0,45.0,57.0,63.0,RB,Defender
65.0,49.0,53.0,58.0,47.0,52.0,"RM, CM",Midfielder
69.0,59.0,49.0,61.0,30.0,51.0,"LW, LM",Midfielder
66.0,36.0,49.0,52.0,57.0,67.0,CB,Defender
55.0,27.0,41.0,38.0,56.0,72.0,"CB, CDM",Defender
60.0,55.0,57.0,61.0,24.0,34.0,"LW, RW",Forward
75.0,55.0,48.0,59.0,24.0,59.0,"ST, RW",Forward
68.0,26.0,49.0,50.0,54.0,61.0,RWB,Defender
69.0,35.0,47.0,50.0,57.0,59.0,RB,Defender
48.0,33.0,37.0,53.0,63.0,70.0,RB,Defender
66.0,42.0,54.0,62.0,47.0,66.0,"CM, CAM",Midfielder
83.0,54.0,41.0,67.0,19.0,52.0,"CF, LM, ST",Midfielder
53.0,30.0,38.0,39.0,58.0,61.0,CB,Defender
58.0,59.0,49.0,56.0,22.0,50.0,ST,Forward
72.0,44.0,53.0,54.0,57.0,64.0,CB,Defender
75.0,40.0,58.0,61.0,51.0,65.0,"CM, CDM",Midfielder
58.0,59.0,41.0,53.0,25.0,68.0,ST,Forward
69.0,52.0,55.0,61.0,56.0,66.0,"CM, CAM",Midfielder
68.0,38.0,53.0,59.0,55.0,50.0,"CDM, CM",Midfielder
75.0,44.0,55.0,65.0,37.0,40.0,"CAM, LM",Midfielder
72.0,48.0,51.0,56.0,48.0,62.0,RM,Midfielder
68.0,50.0,55.0,62.0,58.0,61.0,CM,Midfielder
69.0,41.0,42.0,45.0,59.0,56.0,"CB, RB",Defender
57.0,29.0,40.0,35.0,60.0,64.0,CB,Defender
65.0,29.0,35.0,39.0,60.0,62.0,CB,Defender
71.0,25.0,39.0,39.0,59.0,62.0,"CB, RB",Defender
,,,,,,GK,Goalkeeper
57.0,22.0,39.0,47.0,59.0,66.0,CB,Defender
66.0,43.0,57.0,63.0,47.0,53.0,CM,Midfielder
62.0,25.0,41.0,42.0,56.0,68.0,"CB, CDM",Defender
69.0,28.0,45.0,48.0,55.0,61.0,"LB, LWB",Defender
59.0,28.0,33.0,39.0,62.0,59.0,"CB, LB",Defender
63.0,55.0,42.0,52.0,19.0,56.0,ST,Forward
83.0,56.0,45.0,60.0,25.0,48.0,"CF, RM",Midfielder
64.0,43.0,59.0,57.0,57.0,59.0,CM,Midfielder
69.0,47.0,57.0,61.0,50.0,51.0,CM,Midfielder
75.0,42.0,52.0,59.0,51.0,57.0,"LWB, LM",Defender
63.0,49.0,58.0,60.0,35.0,58.0,CAM,Midfielder
77.0,43.0,50.0,57.0,53.0,62.0,"RWB, RB",Defender
,,,,,,GK,Goalkeeper
64.0,59.0,41.0,51.0,28.0,60.0,"ST, LW",Forward
,,,,,,GK,Goalkeeper
63.0,48.0,53.0,63.0,32.0,47.0,"LM, CAM",Midfielder
,,,,,,GK,Goalkeeper
64.0,48.0,56.0,61.0,25.0,45.0,"LM, LW",Midfielder
76.0,45.0,49.0,56.0,52.0,66.0,"LB, LM",Defender
67.0,58.0,44.0,55.0,18.0,58.0,ST,Forward
61.0,32.0,46.0,51.0,55.0,71.0,CB,Defender
68.0,35.0,53.0,52.0,53.0,53.0,RB,Defender
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
53.0,28.0,38.0,43.0,61.0,58.0,CB,Defender
62.0,40.0,50.0,55.0,58.0,61.0,"CDM, CM",Midfielder
69.0,57.0,52.0,59.0,26.0,46.0,"RW, RM",Midfielder
63.0,62.0,54.0,60.0,26.0,59.0,LW,Forward
76.0,51.0,57.0,62.0,36.0,50.0,CAM,Midfielder
64.0,55.0,48.0,62.0,26.0,53.0,LM,Midfielder
65.0,24.0,43.0,48.0,58.0,65.0,"CB, CM",Defender
60.0,49.0,57.0,60.0,50.0,63.0,CM,Midfielder
63.0,27.0,41.0,45.0,60.0,59.0,CB,Defender
73.0,30.0,37.0,58.0,52.0,61.0,"RB, RWB",Defender
68.0,29.0,46.0,56.0,51.0,62.0,LWB,Defender
61.0,55.0,50.0,54.0,30.0,70.0,ST,Forward
77.0,56.0,56.0,58.0,30.0,37.0,LM,Midfielder
53.0,44.0,52.0,56.0,57.0,61.0,"CDM, CB",Defender
71.0,47.0,55.0,61.0,37.0,41.0,"RM, CM",Midfielder
71.0,43.0,48.0,54.0,51.0,52.0,LB,Defender
68.0,58.0,47.0,61.0,24.0,52.0,"ST, RW",Forward
54.0,61.0,35.0,50.0,24.0,75.0,ST,Forward
74.0,58.0,49.0,60.0,25.0,44.0,RW,Forward
74.0,56.0,47.0,59.0,28.0,55.0,RW,Forward
58.0,24.0,38.0,41.0,57.0,67.0,CB,Defender
64.0,52.0,55.0,65.0,45.0,57.0,CM,Midfielder
60.0,29.0,38.0,41.0,59.0,62.0,CB,Defender
55.0,23.0,40.0,44.0,60.0,58.0,CB,Defender
59.0,42.0,56.0,61.0,57.0,58.0,"CDM, LB, LM",Defender
79.0,58.0,46.0,63.0,20.0,62.0,ST,Forward
62.0,42.0,50.0,60.0,62.0,59.0,CDM,Midfielder
61.0,45.0,58.0,55.0,51.0,66.0,"CM, CDM",Midfielder
,,,,,,GK,Goalkeeper
62.0,57.0,52.0,60.0,38.0,61.0,ST,Forward
76.0,48.0,50.0,63.0,21.0,57.0,"RW, LW",Forward
61.0,32.0,42.0,55.0,57.0,51.0,LB,Defender
65.0,47.0,52.0,58.0,48.0,55.0,CM,Midfielder
59.0,24.0,42.0,42.0,57.0,59.0,"CB, CDM",Defender
65.0,31.0,48.0,54.0,52.0,51.0,LB,Defender
62.0,49.0,58.0,61.0,43.0,58.0,CM,Midfielder
67.0,55.0,58.0,57.0,55.0,54.0,CM,Midfielder
73.0,46.0,55.0,54.0,40.0,45.0,LM,Midfielder
62.0,56.0,52.0,59.0,35.0,54.0,ST,Forward
67.0,55.0,49.0,60.0,45.0,48.0,"RW, LW",Forward
73.0,53.0,52.0,62.0,25.0,38.0,"RW, CAM",Midfielder
62.0,58.0,40.0,51.0,24.0,60.0,ST,Forward
63.0,34.0,51.0,55.0,55.0,64.0,"CDM, RB",Defender
,,,,,,GK,Goalkeeper
55.0,57.0,39.0,54.0,26.0,62.0,ST,Forward
69.0,29.0,41.0,46.0,57.0,63.0,CB,Defender
72.0,55.0,45.0,54.0,23.0,66.0,ST,Forward
62.0,43.0,58.0,57.0,45.0,48.0,LM,Midfielder
62.0,54.0,54.0,61.0,52.0,55.0,"CM, CDM",Midfielder
83.0,54.0,45.0,62.0,24.0,50.0,"RW, LW",Forward
,,,,,,GK,Goalkeeper
77.0,46.0,52.0,58.0,32.0,58.0,"RM, RW",Midfielder
,,,,,,GK,Goalkeeper
64.0,43.0,49.0,57.0,53.0,55.0,"LB, LW, RW",Defender
60.0,56.0,41.0,53.0,25.0,68.0,ST,Forward
70.0,26.0,48.0,58.0,53.0,52.0,LB,Defender
70.0,57.0,51.0,59.0,22.0,55.0,ST,Forward
74.0,50.0,53.0,58.0,24.0,50.0,"RM, LM",Midfielder
67.0,39.0,54.0,56.0,55.0,70.0,CM,Midfielder
52.0,51.0,56.0,59.0,54.0,65.0,CM,Midfielder
60.0,29.0,51.0,56.0,53.0,55.0,"RB, RM",Defender
,,,,,,GK,Goalkeeper
51.0,31.0,39.0,35.0,57.0,67.0,"CB, CDM",Defender
,,,,,,GK,Goalkeeper
76.0,32.0,47.0,53.0,54.0,57.0,RB,Defender
75.0,54.0,54.0,62.0,28.0,49.0,LW,Forward
,,,,,,GK,Goalkeeper
60.0,48.0,57.0,62.0,37.0,51.0,CAM,Midfielder
75.0,41.0,51.0,61.0,34.0,54.0,"RM, CAM, LM",Midfielder
,,,,,,GK,Goalkeeper
55.0,24.0,42.0,36.0,58.0,66.0,CB,Defender
68.0,36.0,52.0,58.0,52.0,54.0,"LB, LM",Defender
74.0,56.0,47.0,57.0,19.0,57.0,ST,Forward
,,,,,,GK,Goalkeeper
73.0,60.0,40.0,56.0,21.0,58.0,ST,Forward
64.0,32.0,49.0,52.0,58.0,63.0,CDM,Midfielder
,,,,,,GK,Goalkeeper
71.0,57.0,54.0,57.0,40.0,51.0,RW,Forward
61.0,26.0,37.0,41.0,58.0,65.0,CB,Defender
76.0,49.0,52.0,56.0,28.0,52.0,RM,Midfielder
,,,,,,GK,Goalkeeper
61.0,28.0,37.0,45.0,57.0,67.0,CB,Defender
64.0,36.0,52.0,44.0,57.0,59.0,"CDM, CM",Midfielder
70.0,53.0,61.0,61.0,38.0,57.0,CM,Midfielder
,,,,,,GK,Goalkeeper
63.0,47.0,54.0,57.0,52.0,64.0,"CDM, CAM",Midfielder
64.0,24.0,40.0,43.0,57.0,68.0,"CB, LB",Defender
61.0,29.0,41.0,47.0,58.0,64.0,"CB, RB",Defender
81.0,50.0,50.0,61.0,26.0,42.0,LM,Midfielder
80.0,53.0,49.0,61.0,23.0,45.0,LW,Forward
64.0,52.0,54.0,63.0,35.0,46.0,CAM,Midfielder
64.0,46.0,56.0,62.0,49.0,51.0,CM,Midfielder
68.0,44.0,51.0,55.0,53.0,63.0,"LB, CM",Defender
75.0,50.0,54.0,59.0,37.0,56.0,LM,Midfielder
82.0,51.0,52.0,61.0,27.0,50.0,"LW, CAM",Midfielder
62.0,45.0,59.0,58.0,59.0,58.0,CM,Midfielder
,,,,,,GK,Goalkeeper
63.0,31.0,48.0,44.0,60.0,58.0,CB,Defender
59.0,45.0,53.0,56.0,48.0,53.0,"CM, CDM, RM",Midfielder
68.0,51.0,55.0,64.0,47.0,57.0,"CM, CF",Midfielder
,,,,,,GK,Goalkeeper
66.0,56.0,44.0,55.0,26.0,70.0,ST,Forward
62.0,51.0,58.0,60.0,44.0,62.0,CAM,Midfielder
68.0,46.0,55.0,61.0,39.0,51.0,CAM,Midfielder
74.0,37.0,47.0,54.0,54.0,66.0,RB,Defender
81.0,46.0,49.0,61.0,49.0,55.0,LB,Defender
71.0,52.0,53.0,61.0,29.0,56.0,LM,Midfielder
55.0,32.0,36.0,43.0,62.0,49.0,CB,Defender
72.0,32.0,38.0,58.0,56.0,54.0,LB,Defender
57.0,61.0,42.0,55.0,20.0,44.0,ST,Forward
66.0,27.0,48.0,58.0,53.0,48.0,"RB, CDM, CM",Defender
71.0,56.0,42.0,61.0,22.0,53.0,"ST, CF",Forward
73.0,38.0,43.0,44.0,58.0,58.0,"CB, CDM",Defender
77.0,56.0,37.0,66.0,14.0,35.0,"LW, ST",Forward
67.0,47.0,56.0,58.0,56.0,66.0,CM,Midfielder
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
70.0,34.0,54.0,47.0,54.0,62.0,CDM,Midfielder
60.0,23.0,35.0,42.0,57.0,69.0,CB,Defender
61.0,60.0,45.0,55.0,25.0,52.0,ST,Forward
,,,,,,GK,Goalkeeper
66.0,46.0,52.0,54.0,56.0,65.0,CDM,Midfielder
52.0,57.0,35.0,51.0,27.0,68.0,ST,Forward
84.0,53.0,45.0,63.0,24.0,43.0,RW,Forward
58.0,46.0,53.0,57.0,53.0,55.0,CM,Midfielder
63.0,57.0,48.0,62.0,25.0,48.0,ST,Forward
55.0,57.0,39.0,49.0,22.0,67.0,ST,Forward
69.0,53.0,54.0,57.0,58.0,66.0,CM,Midfielder
57.0,28.0,41.0,39.0,57.0,66.0,CB,Defender
,,,,,,GK,Goalkeeper
71.0,58.0,59.0,59.0,51.0,64.0,"CM, LM, RB",Defender
67.0,48.0,53.0,62.0,40.0,61.0,"RM, RB",Defender
92.0,51.0,50.0,59.0,42.0,60.0,"CAM, RM, CM",Midfielder
60.0,41.0,47.0,51.0,55.0,68.0,"CDM, CM",Midfielder
61.0,57.0,51.0,58.0,51.0,61.0,CM,Midfielder
63.0,23.0,31.0,39.0,59.0,66.0,CB,Defender
57.0,33.0,49.0,55.0,57.0,61.0,"CDM, CM",Midfielder
62.0,54.0,56.0,57.0,49.0,63.0,CM,Midfielder
59.0,30.0,38.0,37.0,59.0,60.0,CB,Defender
68.0,52.0,50.0,64.0,40.0,37.0,LW,Forward
69.0,39.0,49.0,53.0,55.0,59.0,LB,Defender
60.0,54.0,54.0,59.0,53.0,57.0,CM,Midfielder
68.0,58.0,54.0,60.0,28.0,44.0,"LW, CAM",Midfielder
66.0,26.0,41.0,49.0,54.0,59.0,RB,Defender
63.0,25.0,43.0,48.0,55.0,57.0,LB,Defender
73.0,31.0,41.0,54.0,57.0,60.0,RB,Defender
65.0,35.0,45.0,59.0,52.0,50.0,LB,Defender
64.0,24.0,37.0,45.0,58.0,64.0,CB,Defender
62.0,54.0,54.0,63.0,39.0,50.0,CAM,Midfielder
66.0,50.0,51.0,59.0,31.0,58.0,"RM, LM",Midfielder
,,,,,,GK,Goalkeeper
61.0,56.0,59.0,56.0,30.0,48.0,"RM, LM, CAM",Midfielder
60.0,44.0,52.0,59.0,57.0,60.0,"CB, LB",Defender
,,,,,,GK,Goalkeeper
69.0,44.0,55.0,61.0,52.0,54.0,CM,Midfielder
62.0,29.0,42.0,46.0,59.0,63.0,CB,Defender
68.0,58.0,51.0,61.0,25.0,48.0,LW,Forward
80.0,53.0,50.0,61.0,49.0,51.0,LM,Midfielder
69.0,54.0,54.0,61.0,27.0,52.0,LW,Forward
,,,,,,GK,Goalkeeper
77.0,31.0,41.0,56.0,53.0,53.0,LB,Defender
58.0,31.0,33.0,36.0,62.0,56.0,"CB, CDM",Defender
,,,,,,GK,Goalkeeper
64.0,37.0,50.0,53.0,54.0,64.0,LB,Defender
65.0,46.0,60.0,63.0,40.0,40.0,CAM,Midfielder
64.0,55.0,53.0,60.0,56.0,58.0,CM,Midfielder
65.0,58.0,57.0,59.0,56.0,56.0,"CM, CDM",Midfielder
60.0,52.0,54.0,56.0,56.0,60.0,"CDM, CM",Midfielder
60.0,59.0,48.0,56.0,27.0,58.0,ST,Forward
70.0,43.0,52.0,58.0,52.0,53.0,RB,Defender
62.0,33.0,54.0,51.0,55.0,65.0,"CB, LB",Defender
68.0,52.0,56.0,55.0,51.0,57.0,"RM, RB",Defender
65.0,29.0,48.0,47.0,59.0,61.0,"CB, RB",Defender
